esrb_game_id,title,esrb,developer,publisher,release_date,source
980,NASCAR Heat 3,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
981,NBA Live 19 The One Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
982,Sigi - A Fart for Melusina,T,,,,kaggle:imohtn/video-games-rating-by-esrb
983,SNK HEROINES Tag Team Frenzy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
984,Apocalypse Rider,E,,,,kaggle:imohtn/video-games-rating-by-esrb
985,ACA NEOGEO NINJA COMMANDO,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
986,Tales of Vesperia: Definitive Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
987,Arcade Islands: Volume One,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
988,Dimension Drive,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
989,FullBlast,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
990,Genesis Alpha One,M,,,,kaggle:imohtn/video-games-rating-by-esrb
991,GRIP,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
992,Legendary Fishing,E,,,,kaggle:imohtn/video-games-rating-by-esrb
993,Moonfall Ultimate,T,,,,kaggle:imohtn/video-games-rating-by-esrb
994,Ninjin: Clash of Carrots,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
995,Planet Alpha,T,,,,kaggle:imohtn/video-games-rating-by-esrb
996,Onimusha: Warlords,M,,,,kaggle:imohtn/video-games-rating-by-esrb
997,Defender's Quest: Valley of the Forgotten DX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
998,Bastion,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
999,Truck Driver,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1000,Call of Duty®: Black Ops 4,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1001,Claybook,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1002,Phantom Breaker Battle Grounds Overdrive,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1003,Shadows: Awakening,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1004,Taiko no Tatsujin: Drum Session!,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1005,Valthirian Arc: Hero School Story,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1006,ACA NEOGEO FOOTBALL FRENZY,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1007,Conarium,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1008,"Haunted Dungeons ""Hyakki Castle""",T,,,,kaggle:imohtn/video-games-rating-by-esrb
1009,Bad North,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1010,Bow To Blood,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1011,Bridge Constructor Portal ,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1012,Catch & Release,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1013,Donut County,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1014,Fernz Gate,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1015,Gate Of Doom,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1016,Pato Box,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1017,Punch Line ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1018,Shikhondo - Soul Eater,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1019,Splash Blast Panic,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1020,Strange Brigade,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1021,Sunless Sea: Zubmariner Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1022,Switchblade,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1023,The Golf Club 2019 Featuring the PGA TOUR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1024,Torn,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1025,ACE COMBAT™ 7: SKIES UNKNOWN,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1026,F1 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1027,NBA 2K Playgrounds 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1028,Mutant Football League: Dynasty Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1029,For Honor: Marching Fire Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1030,TWIN MIRROR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1031,WWE 2K19,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1032,Blade Strangers,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1033,Little Dragons Café,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1034,Friday the 13th: The Game Ultimate Slasher Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1035,EARTH DEFENSE FORCE 4.1 WING DIVER THE SHOOTER,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1036,ACA NEOGEO CROSSED SWORDS,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1037,Out of the Box,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1038,428: Shibuya Scramble,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1039,Enter the Gungeon ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1040,Guacamelee! 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1041,Operation Warcade,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1042,Pizza Titan Ultra,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1043,Socketeer,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1044,Track Lab,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1045,EVERSPACE™ Galactic Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1046,METAL MAX Xeno,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1047,Persian Nights: Sands of Wonders,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1048,Treadnauts,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1049,ACA NEOGEO GAROU: MARK OF THE WOLVES,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1050,Just Dance 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1051,Hero Defense,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1052,Brawlout,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1053,Death's Gambit,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1054,Detective Gallo,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1055,DOG GONE GOLFING,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1056,Domino Craft VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1057,Fall of Light ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1058,"Guns, Gore and Cannoli 2",T,,,,kaggle:imohtn/video-games-rating-by-esrb
1059,Phantom Doctrine,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1060,The Sims™ 4 Laundry Day Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1061,The Walking Dead: The Final Season,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1062,The Walking Dead: The Final Season - Suffer The Children,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1063,VROOM KABOOM,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1064,Wailing Heights,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1065,TerraTech,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1066,Madden NFL 19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1067,Scribblenauts Unlimited,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1068,Scribblenauts Unmasked - A DC Comics Adventure,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1069,WARRIORS OROCHI 4,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1070,Assassin's Creed Odyssey ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1071,ACA NEOGEO METAL SLUG 4,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1072,We Happy Few: Uncle Jack Live VR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1073,Defenders of Ekron - Definitive Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1074,Electronauts,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1075,Poop Slinger,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1076,Slam Land,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1077,Tetra's Escape,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1078,THE DREAMLANDS: AISLING'S QUEST,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1079,Word Search by POWGI,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1080,Steven Universe: Save the Light!,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1081,Dead Cells,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1082,Elliot Quest,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1083,NBA 2K19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1084,Fist of the North Star: Lost Paradise,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1085,ACA NEOGEO PREHISTORIC ISLE 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1086,Road to Ballhalla,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1087,Sonic Mania Plus,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1088,State of Anarchy: Master of Mayhem,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1089,The Awesome Adventures of Captain Spirit,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1090,Pixel Ripped 1989,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1091,1979 Revolution: Black Friday,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1092,8 To Glory - The Official Game of the PBR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1093,Anamorphine,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1094,Castaway Paradise,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1095,Chasm,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1096,Fallen Legion: Flames of Rebellion,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1097,Maximum Football 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1098,The Sims™ 4 Cats & Dogs,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1099,The Wardrobe,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1100,TOUHOU SKY ARENA MATSURI CLIMAX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1101,Flipping Death,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1102,Qubit's Quest,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1103,All-Star Fruit Racing,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1104,Creed: Rise to Glory,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1105,Sea of Memories,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1106,Remothered: Tormented Fathers,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1107,Detached,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1108,VRobot,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1109,The Council - Episode 3 - Ripples ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1110,Aces of the Luftwaffe - Squadron,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1111,Airheart - Tales of broken Wings,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1112,Banner Saga 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1113,Bud Spencer & Terence Hill - Slaps And Beans,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1114,Candle: The Power of the Flame,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1115,Fill-a-Pix: Phil's Epic Adventure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1116,Fishing Sim World,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1117,No Man's Sky,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1118,Train Sim World,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1119,Spyro™ Reignited Trilogy,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1120,OK K.O.! Let's Play Heroes,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1121,Gotcha Racing 2nd,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1122,Guts and Glory,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1123,The Mooseman,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1124,Super Dungeon Tactics,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1125,Gene Rain,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1126,Chicken Assassin: Reloaded,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1127,Frost ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1128,Hopalong: The Badlands,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1129,Hungry Shark World,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1130,Let's Sing 2018,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1131,Mugsters,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1132,Race Arcade,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1133,Super Skull Smash GO! 2 Turbo,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1134,The Path of Motus,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1135,Touhou Genso Wanderer Reloaded,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1136,MY HERO ONE'S JUSTICE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1137,Starlink: Battle for Atlas,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1138,Runestone Keeper,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1139,Koihime Enbu RyoRaiRai,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1140,BUTCHER,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1141,IRON CRYPTICLE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1142,Black Clover: Quartet Knights,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1143,Insane Robots,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1144,The Spectrum Retreat,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1145,Defiance 2050,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1146,Super Destronaut DX,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1147,Ghost 1.0,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1148,Bomber Crew,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1149,Shadow of the Tomb Raider,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1150,Animal Force,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1151,20XX,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1152,Dream Match Tennis VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1153,MOTHERGUNSHIP,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1154,Destiny 2: Forsaken,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1155,Immortal: Unchained,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1156,Divinity: Original Sin 2 - Definitive Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1157,Pro Evolution Soccer 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1158,ACA NEOGEO SAMURAI SHODOWN V,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1159,Gnomes Garden 3: The thief of castles,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1160,Fire Pro Wrestling World,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1161,V-Rally 4,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1162,The Unknown City (Horror Begins Now.....Episode 1),M,,,,kaggle:imohtn/video-games-rating-by-esrb
1163,18 Floors,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1164,Hotel Transylvania 3 Monsters Overboard,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1165,The Walker,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1166,We Happy Few,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1167,Night Trap - 25th Anniversary Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1168,Thumper,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1169,Cosmic Star Heroine,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1170,ESPER,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1171,IKARUGA,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1172,Overcooked! 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1173,Shenmue I & II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1174,ACA NEOGEO Money Puzzle Exchanger,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1175,FIGHTING EX LAYER,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1176,HomeStarVR for PlayStationVR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1177,Next Up Hero,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1178,Realms of Arkania: Star Trail,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1179,Tour de France 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1180,Aquanox Deep Descent,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1181,ATOMINE,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1182,Grave Danger,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1183,HAJWALA,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1184,LUMINES REMASTERED,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1185,Rainbow Skies,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1186,Red Faction Guerrilla Re-Mars-tered,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1187,Salary Man Escape VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1188,The Night Journey,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1189,Exile's End,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1190,Super Kids Racing,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1191,The Persistence,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1192,CLANNAD,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1193,Slime-san: Superslime Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1194,ACA NEOGEO THE KING OF FIGHTERS 2000,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1195,Grab the Bottle,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1196,Magic Knight Grand Charion,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1197,Arcade Archives 10-Yard Fight,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1198,Ranch Planet,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1199,Dark Legion,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1200,Anima: Gate of Memories -The Nameless Chronicles,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1201,Haimrik,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1202,Rooms: The Unsolvable Puzzle,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1203,Tales of the Tiny Planet,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1204,The Exorcist: Legion VR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1205,The Lost Child,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1206,The Sims™ 4 Kids Room Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1207,The Sims™ 4 Parenthood,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1208,Kingdom: New Lands,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1209,Monster Boy and the Cursed Kingdom,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1210,CODE VEIN,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1211,LEGO The Incredibles,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1212,Mega Man 11,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1213,SPACE HULK,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1214,"WARHAMMER 40,000 : DEATHWATCH",T,,,,kaggle:imohtn/video-games-rating-by-esrb
1215,Slime Rancher,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1216,The Banner Saga,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1217,Banner Saga 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1218,Flashback,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1219,The Long Dark,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1220,SOULCALIBUR VI,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1221,Arcade Archives MOON PATROL,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1222,Jurassic World Evolution,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1223,Omega Strike ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1224,Penguin Wars,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1225,Fallout Shelter,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1226,Unravel 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1227,Agony,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1228,Football Nation VR 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1229,ACA NEOGEO RIDING HERO,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1230,MotoGP™18,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1231,Aragami: Shadow Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1232,Awkward,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1233,Firewall: Zero Hour,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1234,Narcosis,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1235,ONRUSH,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1236,Perils of Baking,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1237,Riddled Corpses EX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1238,RollerCoaster Legends II: Thor's Hammer,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1239,Shape of the World,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1240,The Infectious Madness of Doctor Dekker,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1241,Toto Temple Deluxe,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1242,The Aquatic Adventure of the Last Human,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1243,SPACE HULK ASCENSION,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1244,Overwatch Legendary Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1245,Volume,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1246,Earth Atlantis,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1247,Illusion: A Tale of the Mind,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1248,Runbow,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1249,Dragon Quest XI: Echoes of an Elusive Age ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1250,ACA NEOGEO NINJA COMBAT,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1251,Gekido Kintaro's Revenge,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1252,Milanoir,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1253,Minecraft,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1254,Personality and Psychology Premium,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1255,The Journey Down: Chapter Three,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1256,The Journey Down: Chapter Two,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1257,Along Together,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1258,Birdcakes,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1259,Black Hat Cooperative,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1260,Die for Valhalla!,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1261,Dungeon Rushers,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1262,Kabounce,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1263,Knights of Pen and Paper +1 Deluxier Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1264,METAL SLUG XX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1265,Oh...Sir! The Hollywood Roast!,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1266,Old Man's Journey,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1267,Shift Quantum,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1268,The Journey Down: Chapter One,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1269,The Perfect Sniper,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1270,TO THE TOP,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1271,Wraith,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1272,Yoku's Island Express,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1273,ZONE OF THE ENDERS: THE 2nd RUNNER - M?RS ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1274,Escape Goat 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1275,NARUTO TO BORUTO: SHINOBI STRIKER,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1276,Siralim,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1277,Labyrinth of Refrain: Coven of Dusk,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1278,PixelJunk Monsters 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1279,ACA NEOGEO TOP PLAYER'S GOLF,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1280,Bloodstained: Curse of the Moon,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1281,Black Desert,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1282,Disco Dodgeball Remix,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1283,EVERSPACE™ - Encounters,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1284,H1Z1: Battle Royale,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1285,I Hate Running Backwards,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1286,One Piece: Grand Cruise,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1287,Shio,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1288,Super Hyperactive Ninja,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1289,Tennis World Tour,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1290,The Sims™ 4 Toddler Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1291,ACA NEOGEO BASEBALL STARS PROFESSIONAL,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1292,FOX N FORESTS,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1293,Flynn and Freckles,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1294,Animal Super Squad,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1295,Asemblance: Oversight,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1296,Azure Reflections,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1297,FORGOTTON ANNE,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1298,GoNNER,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1299,Horizon Chase Turbo,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1300,Little Witch Academia: Chamber of Time,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1301,Monster Slayers ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1302,Omensight,T,,,,kaggle:imohtn/video-games-rating-by-esrb
